day,desktop,mobile,all
07/02/17,48.19875776397515,51.80124223602485,1610
07/09/17,43.39498018494056,56.60501981505944,1514
07/16/17,48.6126526082131,51.38734739178691,1802
07/23/17,49.80430528375734,50.19569471624267,2044
07/30/17,51.2546468401487,48.7453531598513,2152
08/06/17,52.62664165103189,47.373358348968104,2132
08/13/17,58.301158301158296,41.6988416988417,2590
08/20/17,49.33519944016795,50.664800559832045,2858
08/27/17,49.24042272126816,50.75957727873184,3028
